personLabel	aliasLabel
Giuseppe Garibaldi	Joseph-Marie Garibaldi
Michael Bloomberg	Michael R. Bloomberg
Michael Bloomberg	Michael Rubens Bloomberg
Michael Bloomberg	Mike Bloomberg
Giacomo Puccini	Giacomo Antonio Domenico Michele Secondo Maria Puccini
Pedro I of Brazil	Pedro I
Juan Antonio Rios	
Gustav Heinemann	Gustav W. Heinemann
Gustav Heinemann	Gustav Walter Heinemann
Józef Piłsudski	Jozef Klemens Pilsudski
Józef Piłsudski	Józef Klemens Pilsudski
Józef Piłsudski	Józef Klemens Piłsudski
Ulrich Frédéric Woldemar, Comte de Lowendal	Ulrich Friedrich Woldemar, Greve af Lovendal, Governor of Reval and Estland
Emperor Wen of Sui	Naluoyan
Emperor Wen of Sui	Yang Jian(8)
Emperor Wen of Sui	Yeung Kin
Qin Shi Huangdi	Ch'in Shih Huang
Qin Shi Huangdi	Ch'in Shih Huang Ti
Qin Shi Huangdi	Ch'in Shih Huang-ti
Qin Shi Huangdi	Ch'in Shih-huang
Qin Shi Huangdi	Ch'in Shih-huang-ti
Qin Shi Huangdi	Chi Hoang Ti
Qin Shi Huangdi	Chi Hoang-ti
Qin Shi Huangdi	Chi-hoang-ti
Qin Shi Huangdi	Chin Shi Hwang
Qin Shi Huangdi	Chin Shi Hwangti
Qin Shi Huangdi	Chin Shih Huang
Qin Shi Huangdi	Chin Shih Huang Ti
Qin Shi Huangdi	Chin Shih Huang-ti
Qin Shi Huangdi	Chin Shih-huang
Qin Shi Huangdi	Chin Shih-huang-ti
Qin Shi Huangdi	Çin Shi Huangdi
Qin Shi Huangdi	First Emperor
Qin Shi Huangdi	First Emperor of the Qin
Qin Shi Huangdi	Qin Shihuang
Qin Shi Huangdi	Shi Huangdi
Qin Shi Huangdi	Shih Huang Ti
Qin Shi Huangdi	Shih Huang-ti
Qin Shi Huangdi	Shih-huang-ti
Qin Shi Huangdi	Tsin Shi Hwangti
Qin Shi Huangdi	Tsin-Chi-hwangti
Emperor Jianwen of Jin	Tai Zong
Louis XVI of France	King of France Lodewijk XVI
Louis XVI of France	King of France Louis XVI
Johannes Rau	
Pedro I of Brazil	Pedro IV
Muguette Dini	
François Asselineau	
Jacques Cheminade	
James Monroe	J. Monroe
James Monroe	President Monroe
David Beasley	David Muldrow Beasley
Franz Jonas	Franz Josef Jonas
Mark Sanford	Marshall C. Sanford Jr
Alain Poher	Alain Émile Louis Marie Poher
Jim Hodges	James Hovis Hodges
Karl Renner	Dr. Karl Renner
Michael Spindelegger	
Heinz Fischer	
Leopold I of Belgium	King Leopold I of Belgium
Leopold I of Belgium	Leopold I
Leopold I of Belgium	Leopold I van België
Leopold I of Belgium	Leopold of Saxe-Coburg-Gotha
Leopold I of Belgium	Leopold of Saxe-Coburg-Saalfeld
Leopold I of Belgium	Leopold, King of the Belgians
Leopold I of Belgium	Prince Leopold
Thomas Jefferson	President Jefferson
Thomas Jefferson	T. Jefferson
Michael Mayr	
Avempace	Ibn Bâjja
Otto Bauer	
Michel Mercier	
Édouard Balladur	
Rudolf Ramek	
Louis XVI of France	Louis XVI
Nicolas Dupont-Aignan	
Yves Blein	
Michel Jobert	
Louis XVI of France	Duc de Berry (until 1774) Louis-Auguste
Louis XVI of France	King Of France Louis Xvi
Louis XVI of France	King of France Ludwik XVI
Louis XVI of France	Konge av Frankrike Ludvig XVI
Louis XVI of France	König Ludwig XVI. Frankreich
Louis XVI of France	koning van Frankrijk Louis XVI
Louis XVI of France	Koning van Frankrijk Louis XVI
Louis XVI of France	Louis Capet
Louis XVI of France	Louis I of Navarre
Louis XVI of France	ludwig XVI
Louis XVI of France	re di Francia Louis XVI
Louis XVI of France	Re di Francia Louis XVI
Louis XVI of France	Rey de Francia Luis XVI
Louis XVI of France	roi de France Louis XVI
Louis XVI of France	Roi de France Louis XVI
Louis XVI of France	XVI, King of France Louis
Nikki Haley	Nimrata Haley
Nikki Haley	Nimrata Nikki Randhawa Haley
Nikki Haley	Nimrata Randhawa
Nikki Haley	Nimrata Randhawa Haley
Arnold Schwarzenegger	Arnold Alois Schwarzenegger
Arnold Schwarzenegger	Arnold Strong
Arnold Schwarzenegger	Governator
Arnold Schwarzenegger	Governor Schwarzenegger
Arnold Schwarzenegger	The Styrian Oak
Joseph Stalin	Uncle Joe
Louis Bonaparte	Louis I
Jawaharlal Nehru	Chacha Nehru
Jawaharlal Nehru	Jawaharlal Motilal Nehru
Jawaharlal Nehru	Panditji
Lluís Companys	Lluis Companys
Lluís Companys	Lluis Companys i Joder
Lluís Companys	Lluís Companys i Joder
Franklin Delano Roosevelt	F. D. R.
Franklin Delano Roosevelt	F. D. Roosevelt
Walter Ulbricht	Walter Ernst Paul Ulbricht
Napoleon III	Louis Napoleon
John Paul II	Pope John Paul II
John Paul II	Saint John Paul II
Arturo Alessandri	Arturo Alessandri Palma
Arturo Alessandri	Arturo Fortunato Alessandri
Arturo Alessandri	Arturo Fortunato Alessandri Palma
John Paul II	Karol Józef Wojtyła
John Paul II	Karol Wojtyla
John Paul II	Karol Wojtyła
John Paul II	Pope Saint John Paul II the Great
Joseph Bonaparte	Giuseppe Buonaparte
Joseph Bonaparte	Giuseppe di Buonaparte
Joseph Bonaparte	Joseph, King of Spain Bonaparte
Joseph Bonaparte	Joseph, Prince Bonaparte
Joseph Bonaparte	King of Spain José I
Joseph Bonaparte	King of Spain Joseph Bonaparte
Lluís Llach	Lluis Llach
Lluís Llach	Lluis Llach i Grande
Lluís Llach	Lluís Llach i Grande
Napoleon III	Charles-Louis-Napoléan, Emperor of the French Bonaparte
Napoleon III	Louis-Napoléan, Emperor of the French Bonaparte
Napoleon III	Louis-Napoleon Bonaparte
Napoleon III	Louis-Napoléon Bonaparte
Napoleon III	Napoléon III
Napoleon III	Napoleon III.
Joseph Stalin	General Secretary Joseph Stalin
Joseph Stalin	General Secretary Stalin
Joseph Stalin	Ioseb Besarionis dze Dzhugashvili
Joseph Stalin	Ioseb Dzhugashvili
Joseph Stalin	Ioseb Jugashvili
Joseph Stalin	Iosif Vissarionovich Dzhugashvili
Joseph Stalin	Joey Stalin
Joseph Stalin	Josef Stalin
Joseph Stalin	Joseph Vissarionovich Stalin
Joseph Stalin	Joseph Vissarionovitch Stalin
Joseph Stalin	Yosif Dzhugashvili
Paul von Hindenburg	Hindenburg
Paul von Hindenburg	von Hindenburg
Louis-Philippe I	Louis Philippe
Arnold Schwarzenegger	Arnie
Arnold Schwarzenegger	Schwarzenegger
Arnold Schwarzenegger	The Terminator
Louis Bonaparte	King of Holland Lodewijk Napoleon
Louis Bonaparte	King of Holland Louis Bonaparte
Louis Bonaparte	King of Holland Louis I
Louis Bonaparte	King of Holland Louis-Napoléon
Louis Bonaparte	Louis Napoléon Bonaparte
Louis Bonaparte	Luigi Buonaparte
Donald Tusk	Donald Franciszek Tusk
Willi Stoph	Wilhelm Stoph
Ivan IV Vasilyevich	Ivan IV
Ivan IV Vasilyevich	Ivan the Great
Ivan IV Vasilyevich	Ivan the Terrible
Juan Luis Sanfuentes	Juan Luis Sanfuentes Andonaegui
Louis-Philippe I	Citizen King
Louis-Philippe I	King of the French Louis Philippe
Louis-Philippe I	King of the French Louis-Philippe
Louis-Philippe I	Louis Philippe, King of the French
Louis-Philippe I	Louis-Philippe, Duke of Orleans
Heinrich Lübke	
Jawaharlal Nehru	Nehru
Egon Krenz	Egon Rudi Ernst Krenz
Erich Honecker	Erich Ernst Paul Honecker
Charles X of France	Charles X
Charles X of France	King of France Charles X
Charles X of France	Monseigneur d'Artois
Joseph Stalin	Stalin
Paul von Hindenburg	Paul Ludwig Hans Anton von Beneckendorff und von Hindenburg
Joseph Stalin	Koba
Theodor Heuss	
Louis XIV of France	Louis XIV
Louis XIV of France	Le Roi Soleil
Jawaharlal Nehru	Pandit Nehru
Louis XIV of France	The Sun King
Manfred Gerlach	
Louis XIV of France	King of France Louis XIV
Louis XIV of France	King of France Ludwig XIV
Louis XIV of France	Louis Le Grand
Louis XIV of France	Louis Le Grand Monarque
Louis XIV of France	Louis the Grand Monarch
Louis XIV of France	Louis the Great
Louis XIV of France	Rey de Francia Luis XIV
Louis XIV of France	roi de France Louis XIV
Louis XIV of France	The Grand Monarque
John Quincy Adams	John Adams
Martin Van Buren	Van Buren
John Quincy Adams	John Q. Adams
John Adams	President John Adams
Lee Myung-bak	MB
John Quincy Adams	J. Adams
Martin Van Buren	President Martin Van Buren
Martin Van Buren	Buren
Leopold III of Belgium	Leopold III
John Quincy Adams	President Adams
Frédéric Bastiat	Claude Frédéric Bastiat
Giovanni Schiaparelli	Giovanni Virginio Schiaparelli
Herman Van Rompuy	Herman Achille Count Van Rompuy
Herman Van Rompuy	Herman Achille Van Rompuy
Herman Van Rompuy	Hermann Van Rompuy
John Quincy Adams	JQA
John Quincy Adams	J. Q. Adams
James Madison	James Madison, Jr.
Josep Tarradellas i Joan	Jose Tarradellas Joan
Frédéric Bastiat	Frederic Bastiat
Silvio Berlusconi	il Cavaliere
Leopold III of Belgium	King Leopold III
Martin Van Buren	M. van Buren
Martin Van Buren	Maarten van Buren
Martin Van Buren	Old Kinderhook
Martin Van Buren	President van Buren
Martin Van Buren	President Van Buren
John Tyler	J. Tyler
John Tyler	John Tyler Jr
John Tyler	John Tyler Jr.
John Tyler	John Tyler, Jr
John Tyler	John Tyler, Jr.
John Tyler	President Tyler
Michelle Obama	First Lady Michelle Obama
Michelle Obama	Michelle Robinson
George Pataki	George E. Pataki
George Pataki	George Elmer Pataki
Lee Myung-bak	Myung-Bak Lee
Lee Myung-bak	Tsukiyama Akihiro
Karel Lodewijk Ledeganck	
John Adams	J. Adams
Franklin Delano Roosevelt	President Roosevelt
Franklin Delano Roosevelt	FDR
Franklin Delano Roosevelt	Roosevelt
Franklin Delano Roosevelt	Franklin D. Roosevelt
Engelbert Dollfuss	Engelbert Dollfuß
Guy Verhofstadt	Guy Maurice Marie Louise Verhofstadt
Michelle Obama	Michelle LaVaughn Obama née Robinson
Michelle Obama	Michelle LaVaughn Robinson Obama
Vinoba Bhave	Acharya Vinoba
Vinoba Bhave	Vinayak Narahari Bhave
John Adams	President Adams
Paul Van Grembergen	
Yves Leterme	
Andrew Jackson	General Andrew Jackson
Andrew Jackson	A. Jackson
Andrew Jackson	President Jackson
Andreas Khol	
Franklin Delano Roosevelt	Franklin Roosevelt
Arturo Toscanini	
Ba Jin	Pa Chin
Ba Jin	Li Feigan
Ba Jin	Li Yaotang
Ba Jin	Pa Kin
John Boehner	John A. Boehner
John Boehner	John Andrew Boehner
Andrew Jackson	Old Hickory
Andrew Jackson	President Andrew Jackson
Silvio Berlusconi	Berlusconi
Guy Teissier	
Mahatma Gandhi	Mohandas K. Gandhi
Winston Churchill	Charles Maurin
Winston Churchill	Winston Spencer Churchill
Dante Alighieri	Durante degli Alighieri
Dante Alighieri	Durante di Alighiero degli Alighieri
Winston Churchill	Sir Winston Churchill
Mahatma Gandhi	Mohandas Karamchand Gandhi
John Gregg	John Gregg (American politician)
Winston Churchill	Colonel Warden
Winston Churchill	Sir Leonard Spencer
Winston Churchill	Sir Winston Leonard Spencer Churchill
Winston Churchill	Sir Winston Spencer Churchill
Winston Churchill	The Honourable Sir Winston Spencer Churchill
Winston Churchill	The Right Honourable Sir Winston Churchill
Winston Churchill	The Right Honourable Sir Winston Leonard Spencer Churchill
Winston Churchill	The Right Honourable Sir Winston Spencer Churchill
Winston Churchill	Winston Leonard Spencer Churchill
Leonid Razvozzhayev	Leonid Mikhaylovich Razvozzhayev
Enrique Santos Montejo	Calibán
Mahatma Gandhi	Mohandas Gandhi
Vladimir Putin	Putin
Agustín Edwards Mac-Clure	Agustin Edwards Mac-Clure
Louis XI of France	King Louis XI
Louis XI of France	King of France Louis XI
Louis XI of France	Louis the Prudent
Louis XI of France	Louis XI
William Henry Harrison	President Harrison
Alexander Lukashenko	Alexander Grigoryevich Lukashenko
Alexander Lukashenko	Aliaksandr Lukashenka
Alexander Lukashenko	Aliaksandr Ryhoravich Lukashenka
Mohamed Sheikh	Baron Sheikh
Mohamed Sheikh	Lord Sheikh
Mohamed Sheikh	Mohamed Iltaf Sheikh
Mohamed Sheikh	Mohamed Sheikh, Baron Sheikh
Mohamed Sheikh	Mohammed Iltaf Sheikh
William Henry Harrison	William H. Harrison
Louis XVIII of France	Count of Provence (1755-1795)
Louis XVIII of France	Louis XVIII
Mahatma Gandhi	Bapuji
Mahatma Gandhi	Gandhiji
Mahatma Gandhi	M K Gandhi
Mahatma Gandhi	Mahatma Mohandas Karamchand Gandhi
Mahatma Gandhi	Mohandas K Gandhi
William Henry Harrison	Old Tippecanoe
William Henry Harrison	W. H. Harrison
Charles Maurras	Pierre Garnier
Charles Maurras	Pellisson
Vladimir Putin	Vladimir Vladimirovich Putin
Alessandro Manzoni	Aleksandr Manzoni
Alessandro Manzoni	Alesandro Mandzoni
Alessandro Manzoni	Alessandro Francesco Tommaso Antonio Manzoni
Narendra Modi	Modi
Narendra Modi	Modi Ji
Narendra Modi	Modiji
Narendra Modi	NaMo
Narendra Modi	Narendra Bhai
Narendra Modi	Narendra Damodardas Modi
Narendra Modi	Narendrabhai
Narendra Modi	Narendrabhai Damodardas Modi
Friedrich Ebert	
James K. Polk	J. K. Polk
James K. Polk	J. Polk
James K. Polk	James Knox Polk
James K. Polk	James Polk
James K. Polk	President Polk
Merikukka Forsius	Merikukka Forsius-Harkimo
William Terry	
Carlos Dávila	Carlos Davila
Daniel Morgan	
Lech Kaczyński	Lech Aleksander Kaczyński
Enrique Santos Montejo	Caliban
Charles Maurras	Charles Marie Photius Maurras
Charles Maurras	Le Maître de Martigues
Charles Maurras	Le Martégal
Charles Maurras	Léon Rameau
Charles Maurras	maître de Martigues
Charles Maurras	Octave Martin
Carlos Dávila	Carlos Gregorio Davila Espinoza
Carlos Dávila	Carlos Gregorio Dávila Espinoza
Nelson Mandela	Mandela
Winston Churchill	David Winter
Nelson Mandela	Madiba
Louis XVIII of France	Count of Provence
Mahatma Gandhi	Father of the Nation
Artur Mas	
Rafael Heliodoro Valle	
Tuomas Ketola	
Mahatma Gandhi	Gandhi
Allen Sheppard	Allen Sheppard, Baron Sheppard of Didgemere
Allen Sheppard	Baron Sheppard of Didgemere
Allen Sheppard	Lord Sheppard of Didgemere
James K. Gibson	James King Gibson
Luis Miró Quesada de la Guerra	Luis Miro Quesada de la Guerra
Nelson Mandela	Nelson Rolihlahla Mandela
Nelson Mandela	Prisoner 46664
Winston Churchill	Mr Green
Mahatma Gandhi	M. K. Gandhi
Dante Alighieri	Dante
Mahatma Gandhi	Bapu
Georges Theunis	
Moctezuma I	Huehuemotecuhzoma
Moctezuma I	Huēhuemotēuczōma
Moctezuma I	Montezuma I
Moctezuma I	Motecuhzomatzin Ilhuicamina
Chun Doo-hwan	Doo-hwan Chun
Dmitry of Uglich	Tsarevich Dmitry
Park Chung-hee	Bak Jeonghui
Park Chung-hee	Masao Takagi
Park Chung-hee	Pak Chŏnghŭi
Prosper Poullet	Prosper Antoine Joseph Marie Poullet
Mika Kojonkoski	Mika Veli Juhani Kojonkoski
Gaston Eyskens	
Ignacy Daszyński	
Alberto Bayo	Alberto Bayo Giraud
Alberto Bayo	Alberto Bayo Giroud
Alberto Bayo	Alberto Bayo y Giroud
José Batlle y Ordóñez	José Pablo Torcuato Batlle y Ordóñez
Léon Delacroix	Leon Delacroix
Camille Huysmans	Jean Joseph Camille Huysmans
Roh Moo-hyun	Roh Mu-hyeon
Moctezuma I	Montezuma
Moctezuma I	Moctezuma
Aloys Van de Vyvere	
Vesa Hakala	
Henri Jaspar	
Jorge Batlle Ibáñez	Jorge Batlle Ibanez
Jorge Batlle Ibáñez	Jorge Luis Batlle Ibáñez
Henri Carton de Wiart	Henry Carton de Wiart
Martin Luther King Jr.	MLK
Martin Luther King Jr.	Michael King
Martin Luther King Jr.	Martin Luther King
Constantine the Great	Flavius Constantinus
Martin Luther King Jr.	Martin Luther King, Jr.
Constantine the Great	Lucius Flavius Valerius Constantinus
Constantine the Great	Marcus Flavius Valerius Constantinus
Constantine the Great	Flavius Valerius Aurelius Constantinus
Alexander the Great	Alexander III of Macedon
Alexander the Great	Alexander of Macedonia
Alexander the Great	Alexandros III
Alexander the Great	Alexandros III of Macedon
Alexander the Great	Alexandros the Great
Alexander the Great	Great Alexander
Alexander the Great	the Great Alexander
Alexander the Great	Alexander of Macedon
Marit Paulsen	Marit Eli Paulsen
Michael Shaw	Baron Shaw of Northstead
Michael Shaw	Lord Shaw of Northstead
Michael Shaw	Michael Norman Shaw
Michael Shaw	Michael Norman Shaw, Baron Shaw of Northstead
Michael Shaw	Michael Shaw, Baron Shaw of Northstead
Henry P. Alexander	Henry Porteous Alexander
Faure Gnassingbé	Faure Essozimna Gnassingbe
Faure Gnassingbé	Faure Essozimna Gnassingbé
Faure Gnassingbé	Faure Essozimna Gnassingbe Eyadema
Faure Gnassingbé	Faure Essozimna Gnassingbé Eyadéma
Faure Gnassingbé	Faure Eyadema
Faure Gnassingbé	Faure Eyadéma
Faure Gnassingbé	Fauré Eyadéma
Faure Gnassingbé	Faure Gnassingbe
Faure Gnassingbé	Fauré Gnassingbé
Rajiv Gandhi	Rajiv Ratna Gandhi
Federico Gamboa	Federico Gamboa Iglesias
Jacqueline Cochran	Jacqueline "Jackie" Cochran
Jacqueline Cochran	Jacqueline Cochran Odlum
Todd Russell Platts	Todd Platts
Todd Russell Platts	Todd R. Platts
Alexander the Great	Alexander III of Macedonia
Alexander the Great	Alexandros III of Macedonia
Martin Luther King Jr.	Dr. King
Carlos Pellicer	Carlos Pellicer Cámara
Italo Balbo	
V. P. Kalairajan	
Elisha E. Meredith	Elisha Edward Meredith
Elisha E. Meredith	Elisha Meredith
Louis Aragon	Albert de Routisie
Louis Aragon	Arnaud de Saint Romain
Louis Aragon	François la Colère
Louis Aragon	Louis Andrieux
Theopompus	Theopompus of Chios
Constantine the Great	Saint Constantine
Moncef Marzouki	Al-Munsif al-Marzuqi
Moncef Marzouki	Al-Munṣif al-Marzūqī
Moncef Marzouki	Mohamed Moncef Marzouki
Moncef Marzouki	Munsif al-Marzuqi
Moncef Marzouki	Munṣif al-Marzūqī
Moncef Marzouki	Munsif Marzuqi
Moncef Marzouki	Munṣif Marzūqī
Martin Luther King Jr.	M.L. King
Martin Luther King Jr.	Martin Luther, Jr. King
Martin Luther King Jr.	Michael King Jr.
Julius Caesar	Caesar
Julius Caesar	Gaius Iulius Caesar
Julius Caesar	Gaius Julius Caesar
Carlos Pellicer	Carlos Pellicer Camara
Ahmad Heryawan	
Willoughby Newton	
Alexander the Great	Alexander
Alexander the Great	Alexandros
David Cairns	John David Cairns
Alexander the Great	Sikandar
Alexander the Great	Alexander III
Alexander the Great	Eskandar
Julius Caesar	Divine Julius
Julius Caesar	Divus Julius
Julius Caesar	Gaius Julius Caesar IV
Julius Caesar	Imperator Gaius Julius Gaii filius Gaii nepos Caesar Patris Patriae
Julius Caesar	Iulius Caesar
Alpha Condé	
David Cairns	Dermot Kehoe
Porfirio Lobo Sosa	Pepe Lobo
Porfirio Lobo Sosa	Porfirio "Pepe" Lobo
Porfirio Lobo Sosa	Porfirio Lobo
Porfirio Lobo Sosa	Porfirio Pepe Lobo
Rodolphe Töpffer	Rodolphe Toepffer
Rodolphe Töpffer	rodolphe topffer
Rodolphe Töpffer	Rodolphe Topffer
Rodolphe Töpffer	Rudolf Töpffer
Rodolphe Töpffer	Rudolphe Töpffer
John Hamilton	John Hamilton, 1st Marquess of Hamilton
Albert II, Prince of Monaco	Albert Alexandre Louis Pierre Grimaldi
Albert II, Prince of Monaco	Albert Grimaldi
Albert II, Prince of Monaco	Albert II Alexandre Louis Pierre Grimaldi, Prince of Monaco
Albert II, Prince of Monaco	Albert II of Monaco
Albert II, Prince of Monaco	H.S.H. Prince Albert II of Monaco
András Fáy	Andras Fay
András Fáy	Andreas Fay
Albert II, Prince of Monaco	Prince Albert II
Albert II, Prince of Monaco	Prince Albert of Monaco
Millard Fillmore	M. Fillmore
Millard Fillmore	President Fillmore
Hu Jintao	General Secretary Hu Jintao
Paul van Zeeland	
Suleiman the Magnificent	Sulayman
Hugo Chávez	Hugo Rafael Chavez Frias
Hugo Chávez	Hugo Rafael Chavez Frías
Hugo Chávez	Hugo Rafael Chávez Frías
Suleiman the Magnificent	Muhibbi
Suleiman the Magnificent	Muhibbî
Suleiman the Magnificent	Solimán bin Selim Khan
Suleiman the Magnificent	Solimán el Legislador
Suleiman the Magnificent	Solimán el Magnífico
Suleiman the Magnificent	Solimán I
Suleiman the Magnificent	Solimán Muhtesem
Suleiman the Magnificent	Solimano el Magnífico
Suleiman the Magnificent	Sultán de los Turcos Kanuni
Suleiman the Magnificent	Sultán de los Turcos Kanunî Süleyman
Suleiman the Magnificent	Sultán de los Turcos Solimán I
Suleiman the Magnificent	Sultán de los Turcos Solimano I
Suleiman the Magnificent	Sultán Solimán
Ron Paul	Paul, Ron
Ron Paul	Paul, Ronald Ernest
Ron Paul	Ronald Ernest "Ron" Paul
Ron Paul	Ronald Ernest Paul
Assis Chateaubriand	Francisco de Assis Chateaubriand Bandeira de Melo
Tung Chee Hwa	C.H. Tung
Tung Chee Hwa	CH Tung
Tung Chee Hwa	Tung Chee-hwa
Xi Jinping	General Secretary Xi Jinping
Xi Jinping	Jinping Xi
Xi Jinping	Xi Jin Ping
Xi Jinping	Xijinping
Xi Jinping	Sĭk Gê̤ṳng-ping
Xi Jinping	Síp Gîn-bíng
Xi Jinping	Si̍p Kīn-pêng
Xi Jinping	Si̍p Kīn-pîng
Xi Jinping	Sí Jìnping
Xi Jinping	Xi Jìnping
Xi Jinping	Jaahp Gahnpìhng
Simon Jenko	
Constantine the Great	Constantine
Constantine the Great	Constantine I
Constantine the Great	Constantinus I
Constantine the Great	Flavius Valerius Aurelius Constantinus Augustus
Constantine the Great	Flavius Valerius Constantinus
Constantine the Great	Gaius Flavius Valerius Aurelius Constantinus
Constantine the Great	Gaius Flavius Valerius Constantinus
Constantine the Great	Imperator Caesar Flavius Valerius Aurelius Constantinus Augustus
Donald Tsang	Donald Tsang Yam-kuen
Donald Tsang	Sir Donald Tsang Yam-kuen
Donald Tsang	Tsang Yam-kuen
José Manuel Durão Barroso	Barroso
José Manuel Durão Barroso	Jose Barroso
José Manuel Durão Barroso	José Barroso
William Hamilton	Sir William Hamilton
Achille Van Acker	Achiel Van Acker
Jules Renkin	Jules Laurent Jean Louis Renkin
Manuel Cisneros Sánchez	Manuel Cisneros Sanchez
Oleksandr Turchynov	Oleksandr Valentynovych Turchynov
Lorenzo Batlle Pacheco	
Suleiman the Magnificent	Solimán
Suleiman the Magnificent	Kanuni
Hu Jintao	Hu Jin Tao
Hu Jintao	Hujintao
Hu Jintao	Jintao Hu
William Hamilton	Rt. Hon. Sir William Hamilton
William Hamilton	Sir W Hamilton
William Hamilton	Sir W. Hamilton
William Hamilton	Sir William, I Hamilton
William Hamilton	Sir Wm Hamilton
William Hamilton	William Douglas Hamilton
